Global_AMRscore,Global_AMRclass,Global_AMRgene,Global_VFscore,China_AMRscore,China_AMRclass,China_AMRgene,China_VFscore,Africa_AMRscore,Africa_AMRclass,Africa_AMRgene,Africa_VFscore,EU_AMRscore,EU_AMRclass,EU_AMRgene,EU_VFscore,USA_AMRscore,USA_AMRclass,USA_AMRgene,USA_VFscore
0.65,4.13,6.77,0.42,1.26,7.13,13.04,1.04,1.08,5.92,8.81,0.57,0.71,2.34,3.0,0.36,0.46,2.36,3.18,0.39
0.47,3.57,5.58,0.52,1.2,6.32,10.79,0.94,1.07,6.01,9.19,0.62,0.62,3.4,4.82,0.46,0.45,2.07,2.81,0.39
0.86,4.47,6.31,0.76,1.24,7.22,12.44,1.09,0.99,5.7,8.88,0.71,0.69,3.27,4.56,0.51,0.52,2.43,3.13,0.38
0.77,4.55,7.45,0.53,1.25,7.06,11.84,0.84,1.15,6.48,10.05,0.72,0.63,2.94,4.04,0.45,0.43,2.35,3.26,0.29
0.79,4.05,6.47,0.51,1.32,7.01,11.72,1.04,1.06,6.01,9.48,0.74,0.81,3.17,4.43,0.55,0.48,2.39,3.45,0.27
0.68,3.63,5.65,0.48,1.31,6.73,11.85,1.1,1.06,5.94,9.2,0.61,0.48,2.47,3.29,0.33,0.55,2.69,3.7,0.46
0.78,4.05,6.6,0.43,1.14,6.91,11.97,1.17,1.15,6.16,9.95,0.74,0.6,3.24,4.64,0.6,0.32,1.72,2.39,0.47
0.82,4.63,7.35,0.72,1.39,7.27,12.5,0.99,1.11,6.09,9.58,0.69,0.65,3.16,4.41,0.35,0.43,2.19,3.0,0.22
0.62,4.01,5.91,0.74,1.22,7.2,12.59,0.93,1.1,6.07,9.5,0.72,0.68,3.05,4.0,0.59,0.38,2.06,2.88,0.41
0.66,4.41,6.94,0.66,1.17,6.81,11.4,0.94,1.13,6.19,10.12,0.78,0.6,3.12,4.4,0.32,0.37,2.23,3.24,0.38
0.86,5.01,8.28,0.74,1.24,7.29,13.38,0.88,1.18,6.18,9.65,0.73,0.66,2.8,3.89,0.57,0.39,2.15,3.06,0.4
0.84,4.39,6.91,0.88,1.19,7.07,12.3,1.1,1.08,5.86,9.39,0.73,0.49,2.91,4.03,0.52,0.58,2.71,3.7,0.41
0.73,4.18,6.0,0.85,1.3,7.73,13.86,1.24,1.09,6.02,9.67,0.75,0.71,3.55,5.41,0.55,0.47,2.49,3.55,0.39
0.65,4.19,6.46,0.66,1.17,6.6,11.52,1.04,1.08,5.91,9.46,0.81,0.67,3.23,4.53,0.65,0.36,2.32,3.12,0.36
0.6,3.88,6.47,0.48,1.29,7.62,13.67,1.26,1.18,6.24,9.94,0.74,0.83,3.66,5.26,0.31,0.33,2.01,2.74,0.32
0.81,4.52,7.24,0.55,1.06,7.02,12.11,0.96,1.09,6.2,9.8,0.79,0.62,2.58,3.57,0.58,0.61,2.91,4.18,0.44
0.62,4.26,6.64,0.72,1.19,6.86,11.92,1.17,1.09,5.78,9.18,0.74,0.67,3.28,4.62,0.51,0.34,1.91,2.54,0.34
0.82,4.6,6.71,0.63,1.23,6.9,11.84,1.15,1.16,5.96,9.15,0.7,0.6,3.48,4.75,0.47,0.48,2.26,3.04,0.4
0.74,4.05,5.93,0.49,1.15,6.94,12.71,1.26,1.05,5.89,9.2,0.63,0.57,3.48,4.68,0.51,0.55,2.88,3.9,0.37
0.79,4.3,6.82,0.47,1.19,6.68,11.49,0.96,1.06,6.03,9.32,0.72,0.59,3.58,5.15,0.56,0.34,1.88,2.5,0.34
0.75,3.96,5.93,0.6,1.34,7.61,13.7,0.91,1.0,5.7,8.76,0.69,0.57,2.77,3.59,0.4,0.42,2.49,3.53,0.41
0.81,4.27,6.89,0.66,1.21,6.39,11.39,1.12,1.13,5.88,9.27,0.84,0.54,3.31,4.65,0.51,0.38,2.12,2.9,0.42
0.74,4.22,6.55,0.59,1.15,7.04,12.14,1.08,1.09,5.84,8.83,0.68,0.7,3.4,4.85,0.59,0.33,2.07,2.94,0.34
0.69,4.22,6.55,0.67,1.18,6.41,11.06,1.04,1.13,6.15,9.85,0.84,0.63,2.96,4.34,0.34,0.48,2.43,3.31,0.35
0.73,3.94,6.46,0.68,1.39,7.05,12.54,0.87,1.12,6.17,9.98,0.77,0.62,2.88,4.04,0.56,0.39,1.98,2.91,0.27
0.82,4.66,7.76,0.75,1.31,7.38,12.71,1.18,1.11,6.11,9.85,0.81,0.72,2.81,3.78,0.37,0.37,1.87,2.65,0.23
0.74,4.84,7.77,0.56,1.23,7.01,12.0,0.85,1.01,5.86,8.89,0.58,0.49,2.58,3.68,0.53,0.41,2.2,2.91,0.36
0.87,5.05,8.19,0.59,1.18,6.94,12.73,0.84,1.12,6.09,9.43,0.61,0.7,3.2,4.5,0.38,0.49,2.58,3.55,0.45
0.71,3.98,5.94,0.84,1.34,7.37,12.7,1.13,1.06,5.9,8.99,0.59,0.73,3.73,5.33,0.6,0.44,2.43,3.33,0.38
0.58,3.56,5.73,0.39,1.25,7.64,13.25,0.99,1.11,5.96,9.52,0.79,0.59,2.89,3.93,0.62,0.62,3.04,4.2,0.45
0.93,4.91,7.61,1.02,1.28,6.44,10.71,1.13,1.1,5.97,9.19,0.78,0.8,3.65,4.89,0.47,0.49,2.35,3.15,0.38
0.67,3.87,5.93,0.47,1.18,7.5,13.53,1.17,1.11,6.1,9.58,0.82,0.71,3.2,3.93,0.26,0.43,2.36,3.13,0.38
0.71,3.93,6.24,0.58,1.27,7.36,13.04,1.38,1.1,6.19,9.82,0.73,0.74,3.2,4.48,0.59,0.43,2.32,3.38,0.4
0.71,4.4,7.09,0.72,1.37,7.16,12.16,1.09,1.04,5.89,9.08,0.66,0.67,3.21,4.41,0.5,0.44,2.39,3.44,0.33
0.75,4.48,7.43,0.65,1.15,7.22,12.57,1.26,1.11,6.23,9.63,0.69,0.75,3.45,4.89,0.29,0.65,3.31,4.7,0.44
0.91,4.8,7.1,0.69,1.19,7.4,13.36,0.94,1.12,6.4,10.19,0.69,0.65,3.22,4.43,0.53,0.38,2.23,3.13,0.39
0.77,4.08,6.14,0.75,1.26,7.43,13.47,1.21,1.12,6.1,9.5,0.78,0.65,3.6,5.19,0.55,0.38,2.13,2.96,0.27
0.78,4.86,7.34,0.94,1.32,7.47,12.92,1.26,1.11,6.15,9.55,0.76,0.74,3.45,4.64,0.53,0.47,2.46,3.58,0.46
0.79,4.53,7.52,0.71,1.11,6.72,11.38,1.34,1.16,6.34,9.89,0.67,0.66,2.9,4.01,0.51,0.48,2.62,3.76,0.41
0.75,4.39,6.82,0.67,1.25,6.99,11.97,0.89,1.16,6.21,9.81,0.75,0.68,3.7,5.25,0.38,0.47,2.37,3.28,0.45
0.92,4.66,7.17,0.59,1.14,6.49,11.22,0.8,1.08,5.76,8.67,0.63,0.56,3.12,4.11,0.77,0.5,2.38,3.23,0.45
0.56,3.43,5.51,0.56,1.37,7.61,13.58,0.93,1.07,5.63,8.72,0.69,0.67,2.96,3.99,0.58,0.44,2.18,3.06,0.35
0.86,4.76,7.4,0.72,1.14,6.67,10.94,1.16,1.23,6.05,9.43,0.77,0.71,3.05,4.06,0.46,0.36,2.06,2.82,0.3
0.74,4.32,6.59,0.71,1.21,7.28,13.11,1.23,1.14,6.33,10.0,0.77,0.6,2.8,3.6,0.67,0.53,2.57,3.61,0.39
0.73,4.22,6.47,0.85,1.12,6.67,11.3,0.82,1.11,6.06,9.38,0.72,0.76,3.55,5.12,0.61,0.46,2.16,2.83,0.28
0.71,4.14,6.54,0.53,1.34,7.01,12.27,1.09,1.16,6.27,9.65,0.78,0.79,3.42,4.73,0.39,0.38,2.04,2.8,0.38
0.67,3.87,5.91,0.54,1.27,7.11,12.07,1.22,1.12,6.28,9.67,0.69,0.64,3.45,4.63,0.46,0.5,2.6,3.77,0.35
0.9,4.9,7.49,0.66,1.16,7.11,12.84,1.2,1.05,5.77,8.95,0.63,0.65,2.74,3.61,0.56,0.49,2.64,3.61,0.43
0.53,3.74,5.75,0.55,1.24,6.92,11.33,1.22,1.18,6.24,9.7,0.69,0.67,3.22,4.61,0.52,0.53,2.58,3.72,0.41
0.63,3.91,6.09,0.62,1.17,6.63,11.97,0.93,1.13,6.25,9.77,0.67,0.65,3.15,4.45,0.38,0.41,2.0,2.75,0.35
0.72,4.02,5.88,0.65,1.09,6.79,11.27,1.05,1.11,6.06,9.55,0.84,0.74,3.33,4.61,0.48,0.41,1.96,2.53,0.28
0.83,4.51,7.56,0.77,1.25,6.83,12.02,1.25,1.13,6.22,9.96,0.75,0.63,2.98,4.3,0.46,0.53,2.67,3.74,0.42
0.71,4.21,6.89,0.53,1.2,6.55,11.98,0.86,1.1,5.95,9.21,0.59,0.52,2.47,3.35,0.59,0.49,2.31,3.2,0.39
0.86,4.51,6.38,0.8,1.33,7.17,13.1,1.37,1.07,5.98,9.49,0.69,0.82,3.57,4.92,0.58,0.41,2.3,3.36,0.33
0.71,3.69,5.54,0.64,1.17,6.85,12.12,1.09,1.15,6.03,9.4,0.72,0.76,3.18,4.53,0.54,0.36,2.08,2.91,0.29
0.79,4.42,7.22,0.67,1.26,7.26,12.61,1.1,1.13,6.27,9.84,0.76,0.63,3.35,4.83,0.58,0.43,2.27,3.35,0.35
0.8,4.11,6.21,0.77,1.14,6.69,11.74,1.02,1.12,6.15,9.56,0.58,0.58,2.45,3.53,0.45,0.45,2.43,3.4,0.44
0.73,4.03,6.35,0.5,1.31,7.12,12.77,1.08,1.01,5.74,8.83,0.56,0.5,3.03,4.05,0.52,0.61,2.84,4.27,0.4
0.94,4.32,6.34,0.67,1.27,7.2,12.44,1.27,1.15,6.24,9.99,0.87,0.58,2.95,4.05,0.49,0.4,2.27,3.23,0.25
0.78,4.64,7.61,0.61,1.25,6.98,13.37,0.91,1.11,6.02,9.54,0.65,0.66,3.01,3.98,0.4,0.42,2.09,2.9,0.27
0.84,4.15,6.53,0.51,1.27,7.4,13.38,1.16,1.14,6.1,9.42,0.76,0.72,3.62,4.92,0.42,0.56,2.7,3.83,0.39
0.6,3.59,5.56,0.58,1.09,6.89,12.82,1.18,1.11,5.99,9.35,0.68,0.64,3.25,4.6,0.53,0.52,2.4,3.25,0.41
0.85,4.85,7.75,0.68,1.2,6.81,12.39,1.22,1.1,5.91,9.26,0.74,0.68,3.6,5.18,0.41,0.52,2.66,3.5,0.37
0.7,4.14,6.79,0.5,1.16,7.2,12.46,1.19,0.97,5.47,8.49,0.53,0.58,3.3,4.5,0.4,0.42,2.38,3.34,0.28
0.72,4.01,6.19,0.56,1.25,7.12,12.05,1.35,1.12,5.93,9.3,0.69,0.48,3.35,4.67,0.54,0.47,2.37,3.39,0.36
0.64,4.11,6.31,0.62,1.33,7.45,13.29,1.12,1.06,5.85,9.27,0.68,0.72,3.44,4.81,0.39,0.37,2.38,3.5,0.29
0.69,3.67,5.91,0.61,1.29,7.84,14.12,0.85,1.14,5.99,9.56,0.64,0.76,4.04,5.71,0.37,0.63,2.94,3.95,0.51
0.74,4.7,7.55,0.6,1.23,7.33,12.75,1.11,0.98,5.42,8.76,0.59,0.62,3.0,3.87,0.53,0.44,2.66,3.78,0.3
0.79,4.4,6.87,0.89,1.22,7.41,14.16,1.07,1.09,6.24,9.9,0.74,0.69,3.82,5.46,0.54,0.53,2.78,3.76,0.34
0.88,4.81,7.37,0.46,1.26,7.53,13.08,1.17,1.16,6.36,10.16,0.74,0.55,3.14,4.45,0.53,0.33,2.02,2.98,0.34
0.73,3.97,6.56,0.7,1.26,7.11,12.86,0.69,1.08,5.77,9.18,0.72,0.68,3.01,4.31,0.54,0.45,2.08,2.81,0.32
0.71,3.87,5.92,0.66,1.25,7.07,12.22,0.83,1.16,6.03,9.65,0.74,0.7,3.37,4.67,0.56,0.5,2.45,3.42,0.27
0.78,4.66,7.52,0.74,1.16,7.77,14.45,1.13,1.08,5.85,9.26,0.76,0.77,3.31,4.85,0.39,0.41,2.01,2.83,0.3
0.84,4.24,6.71,0.53,1.17,7.27,12.17,1.1,1.05,5.84,9.18,0.7,0.71,3.25,4.53,0.5,0.52,2.56,3.58,0.43
0.78,4.42,6.58,0.44,1.29,6.67,11.52,1.13,1.07,6.13,9.19,0.67,0.67,3.69,5.31,0.51,0.49,2.48,3.52,0.29
0.78,4.17,6.66,0.76,1.37,7.03,12.44,0.92,1.16,6.24,10.07,0.82,0.58,3.2,4.7,0.56,0.49,2.39,3.52,0.39
0.59,4.05,6.39,0.66,1.19,6.66,11.07,1.12,1.13,6.21,9.9,0.81,0.75,3.72,5.19,0.53,0.43,2.16,3.16,0.4
0.74,4.03,5.87,0.62,1.22,6.6,11.48,1.26,1.16,6.11,9.99,0.89,0.72,3.68,5.23,0.44,0.39,1.92,2.67,0.38
0.84,4.3,6.6,0.83,1.32,7.16,12.16,1.1,1.13,6.13,9.66,0.71,0.51,3.23,4.77,0.65,0.49,2.08,2.77,0.48
0.71,3.89,5.97,0.68,1.29,7.15,12.62,1.07,1.01,5.58,8.67,0.69,0.67,3.41,4.83,0.73,0.5,2.73,3.86,0.28
0.62,3.62,5.57,0.53,1.25,7.51,13.92,1.09,1.09,6.13,9.87,0.71,0.66,3.26,4.52,0.6,0.5,2.31,3.04,0.3
0.55,4.07,6.8,0.48,1.24,6.85,11.18,1.15,1.09,6.19,10.19,0.83,0.62,2.66,3.71,0.55,0.58,2.74,3.88,0.48
0.81,4.64,7.3,0.45,1.17,7.45,13.48,1.23,1.05,5.84,9.36,0.79,0.67,3.04,4.22,0.5,0.37,2.05,2.67,0.35
0.78,4.4,6.91,0.7,1.07,7.18,12.72,1.08,1.04,5.85,9.04,0.7,0.6,3.17,4.47,0.72,0.5,2.58,3.59,0.27
0.68,4.3,6.48,0.51,1.16,7.24,12.29,1.32,1.08,6.03,9.77,0.69,0.69,2.88,4.03,0.41,0.56,2.97,4.58,0.38
0.82,4.49,7.07,0.69,1.14,7.11,12.43,1.36,1.08,5.82,9.08,0.65,0.8,3.41,4.52,0.46,0.42,2.45,3.32,0.37
0.81,4.45,6.83,0.62,1.14,6.93,12.75,0.8,1.06,5.83,9.18,0.65,0.76,3.64,5.24,0.35,0.57,2.8,3.83,0.41
0.68,4.12,6.76,0.49,1.29,7.83,13.81,1.2,1.05,5.96,8.87,0.65,0.58,3.31,4.71,0.63,0.43,2.35,3.3,0.4
0.72,4.55,6.93,0.58,1.16,6.52,10.58,1.31,1.03,5.81,8.76,0.62,0.53,3.02,4.01,0.75,0.44,2.26,3.14,0.35
0.69,4.12,6.57,0.57,1.16,6.52,10.47,1.04,1.08,5.87,9.34,0.69,0.65,2.43,3.29,0.55,0.42,2.07,2.79,0.34
0.74,4.73,7.55,0.83,1.12,7.14,12.8,1.09,1.16,6.07,9.65,0.67,0.76,3.81,5.68,0.56,0.39,2.44,3.51,0.29
0.7,3.9,5.92,0.44,1.25,6.94,11.66,1.13,1.07,5.82,9.05,0.78,0.66,2.92,3.96,0.48,0.61,2.97,4.19,0.39
0.83,4.69,6.82,0.88,1.33,7.15,12.67,1.17,1.19,6.28,9.86,0.72,0.56,3.3,4.68,0.36,0.53,2.44,3.42,0.4
0.75,3.82,5.74,0.7,1.19,6.96,12.3,1.11,1.09,5.99,9.65,0.77,0.67,3.46,4.94,0.58,0.57,2.44,3.32,0.43
0.63,4.51,7.48,0.55,1.3,7.25,13.07,1.06,1.07,6.08,9.88,0.8,0.73,3.27,4.55,0.64,0.46,2.2,2.99,0.39
0.62,3.99,6.35,0.7,1.23,7.04,12.64,1.24,1.09,6.03,9.9,0.69,0.51,2.86,4.12,0.54,0.3,1.74,2.48,0.29
0.62,3.34,5.07,0.59,1.23,7.14,12.48,1.11,1.11,5.79,9.57,0.81,0.7,2.95,4.17,0.64,0.62,2.67,3.66,0.4
0.72,3.68,5.44,0.59,1.27,7.35,12.88,1.12,1.09,6.0,8.99,0.44,0.64,3.05,4.09,0.5,0.58,2.63,3.67,0.39
0.83,4.46,7.16,0.59,1.35,7.51,12.78,1.08,1.08,5.71,8.77,0.63,0.58,3.2,4.53,0.53,0.56,2.63,3.79,0.42
0.81,4.12,6.82,0.69,1.18,6.91,11.31,1.44,1.11,6.16,9.72,0.82,0.64,3.5,5.04,0.57,0.48,2.36,3.39,0.34
0.61,4.09,6.49,0.84,1.28,7.77,14.57,1.08,1.09,6.1,9.29,0.7,0.64,2.81,3.8,0.35,0.46,2.23,3.05,0.29
0.74,4.27,6.76,0.79,1.22,7.21,13.0,1.17,0.98,5.62,8.62,0.64,0.79,4.14,5.76,0.46,0.49,2.32,3.32,0.3
0.76,4.04,6.46,0.85,1.22,7.04,12.77,1.21,1.16,6.26,9.68,0.7,0.69,3.67,5.36,0.48,0.4,2.13,2.92,0.39
0.68,4.19,6.94,0.61,1.14,7.1,12.75,0.93,1.2,6.48,10.49,0.92,0.62,3.11,4.46,0.62,0.56,2.69,3.7,0.43
0.83,4.74,7.32,0.6,1.16,7.05,12.54,1.21,1.11,6.32,9.98,0.69,0.71,3.55,5.23,0.83,0.45,2.54,3.64,0.42
0.88,5.05,8.07,0.68,1.27,7.27,12.56,1.06,1.13,6.2,10.01,0.73,0.55,3.04,4.0,0.39,0.43,2.07,2.81,0.4
0.71,3.64,6.04,0.72,1.17,6.43,10.96,1.24,1.1,6.09,9.88,0.79,0.71,3.31,4.63,0.49,0.36,1.63,2.2,0.37
0.66,4.16,6.29,0.47,1.27,7.45,13.15,0.9,1.1,6.22,9.44,0.7,0.63,3.02,4.07,0.48,0.54,2.57,3.53,0.47
0.83,4.54,7.51,0.66,1.24,7.16,12.08,1.31,0.99,5.69,8.41,0.53,0.79,3.01,4.29,0.41,0.52,2.39,3.26,0.36
0.67,3.86,5.82,0.42,1.28,7.24,12.84,1.35,1.08,5.91,9.35,0.68,0.69,3.3,4.52,0.49,0.48,2.47,3.59,0.32
0.71,4.46,6.94,0.54,1.3,6.96,11.29,1.1,1.18,6.38,10.37,0.74,0.77,3.44,4.67,0.41,0.5,2.47,3.39,0.38
0.78,3.89,5.7,0.57,1.23,7.36,13.17,1.11,1.05,5.77,8.85,0.75,0.62,2.63,3.83,0.36,0.46,2.49,3.48,0.37
0.72,4.25,6.46,0.7,1.26,6.62,12.02,0.96,1.2,6.32,10.0,0.8,0.77,3.48,4.71,0.45,0.49,2.37,3.34,0.41
0.93,4.56,6.99,0.66,1.17,7.34,12.53,1.1,1.07,5.82,9.18,0.72,0.83,3.44,4.77,0.33,0.37,2.06,2.95,0.28
0.7,4.19,7.18,0.6,1.17,7.36,12.42,1.32,1.12,5.87,9.95,0.91,0.77,3.21,4.49,0.49,0.4,1.95,2.72,0.33
0.79,4.56,7.3,0.54,1.31,7.2,12.57,0.89,1.08,5.86,9.17,0.73,0.66,2.92,4.01,0.36,0.37,2.3,3.25,0.41
0.95,4.84,7.58,0.76,1.28,7.3,13.04,0.91,1.08,5.93,9.32,0.69,0.68,3.21,4.51,0.46,0.53,2.68,3.84,0.42
0.72,3.99,6.16,0.53,1.3,6.85,11.58,1.16,1.15,6.26,9.88,0.8,0.6,3.16,4.48,0.32,0.57,2.78,3.89,0.39
0.74,3.98,5.95,0.58,1.23,7.14,11.85,1.12,1.11,6.04,9.61,0.65,0.6,3.28,4.74,0.56,0.42,2.06,2.84,0.34
0.71,4.03,6.45,0.44,1.23,7.03,12.14,1.13,1.09,5.85,9.26,0.65,0.62,2.85,3.98,0.52,0.48,2.56,3.79,0.38
0.71,4.11,6.43,0.77,1.27,6.79,11.41,0.95,1.03,5.85,9.3,0.68,0.59,2.4,3.36,0.71,0.56,2.68,3.75,0.42
0.91,4.73,7.45,0.66,1.04,6.86,11.96,1.29,1.11,5.98,9.47,0.65,0.66,3.35,5.21,0.51,0.51,2.53,3.44,0.32
0.62,3.91,6.41,0.62,1.35,7.23,12.55,1.22,1.01,5.87,9.35,0.58,0.68,3.5,4.75,0.63,0.43,2.17,3.01,0.3
0.68,3.23,4.8,0.6,1.37,7.14,11.49,1.19,1.15,6.17,9.54,0.75,0.51,2.92,4.09,0.62,0.42,2.11,2.87,0.34
0.6,3.48,5.07,0.79,1.21,7.3,13.52,1.12,1.16,6.08,9.41,0.78,0.67,3.72,5.28,0.44,0.45,2.44,3.63,0.43
0.81,4.16,6.77,0.52,1.24,6.87,11.6,1.16,1.09,5.96,9.72,0.72,0.71,3.39,4.74,0.4,0.42,1.98,2.7,0.38
0.78,4.38,6.7,0.94,1.18,7.47,12.8,1.34,1.15,6.22,9.93,0.8,0.61,3.27,4.44,0.43,0.49,2.27,3.06,0.4
0.6,3.74,5.48,0.66,1.1,6.76,12.84,1.09,1.08,5.94,9.01,0.69,0.64,3.56,5.16,0.45,0.5,2.62,3.47,0.32
0.88,4.95,7.78,0.83,1.2,6.9,11.43,1.1,1.05,6.05,9.59,0.61,0.73,3.52,5.02,0.45,0.47,2.23,3.01,0.35
0.74,4.37,6.39,0.65,1.11,6.62,12.15,0.97,1.14,6.08,9.97,0.79,0.81,3.77,5.39,0.45,0.37,2.14,2.92,0.3
0.69,3.94,6.22,0.38,1.35,6.9,11.71,1.28,1.04,5.95,9.16,0.65,0.6,2.86,4.03,0.5,0.4,2.05,2.83,0.37
0.62,3.47,5.19,0.52,1.42,6.77,11.56,1.37,1.03,5.92,9.41,0.71,0.69,3.6,5.13,0.46,0.44,2.33,3.41,0.37
0.71,3.75,5.78,0.45,1.28,7.17,12.45,1.09,1.13,6.2,9.36,0.64,0.57,2.71,3.8,0.45,0.57,2.54,3.51,0.52
0.69,4.15,6.53,0.55,1.13,6.52,10.99,0.95,1.05,5.89,9.33,0.66,0.78,3.41,5.04,0.46,0.55,2.76,4.01,0.41
0.6,3.74,5.61,0.55,1.25,7.12,12.62,0.96,1.15,6.12,9.53,0.71,0.72,3.0,4.14,0.59,0.35,2.24,3.27,0.27
0.71,4.17,7.02,0.62,1.3,7.23,12.52,1.2,1.01,5.97,9.3,0.68,0.69,3.35,4.78,0.55,0.56,2.78,4.01,0.43
0.73,4.59,7.81,0.68,1.27,7.25,13.04,0.86,1.17,6.51,10.17,0.85,0.47,2.82,3.78,0.73,0.39,1.97,2.72,0.38
0.74,3.92,6.06,0.53,1.07,6.81,11.96,1.36,1.07,5.95,9.16,0.7,0.53,3.05,4.2,0.68,0.45,2.22,3.14,0.37
0.82,4.14,6.38,0.55,1.11,6.83,12.58,1.24,1.13,6.33,9.83,0.67,0.63,3.03,4.22,0.57,0.33,1.96,2.66,0.36
0.79,4.24,7.14,0.65,1.28,6.9,11.67,1.11,1.15,6.31,10.32,0.81,0.61,2.98,4.02,0.46,0.52,2.58,3.75,0.39
0.81,4.25,6.7,0.56,1.26,6.77,11.66,1.18,1.07,5.91,9.27,0.74,0.6,3.0,4.08,0.56,0.4,2.11,3.16,0.38
0.76,3.92,6.18,0.56,1.38,7.34,13.35,0.99,1.12,6.03,9.3,0.72,0.66,3.26,4.57,0.53,0.3,1.67,2.33,0.28
0.72,4.46,6.87,0.65,1.31,6.87,12.11,0.92,1.16,6.44,10.43,0.95,0.53,2.43,3.06,0.48,0.31,1.84,2.6,0.29
0.86,4.98,7.97,0.8,1.28,7.56,13.53,1.0,1.12,6.34,9.74,0.87,0.61,2.95,4.15,0.64,0.42,2.46,3.48,0.34
0.63,3.87,6.67,0.63,1.24,7.05,12.78,1.01,1.04,5.83,8.7,0.64,0.55,2.78,3.54,0.27,0.44,2.41,3.39,0.34
0.88,4.44,6.51,0.74,1.33,7.08,11.91,1.39,1.13,6.17,9.7,0.78,0.71,3.64,5.21,0.35,0.36,2.08,3.02,0.31
0.77,4.35,6.84,0.9,1.12,6.54,11.12,0.97,1.08,6.1,9.24,0.71,0.67,3.27,4.44,0.55,0.49,2.54,3.57,0.38
0.66,3.92,6.11,0.78,1.16,6.88,12.01,1.04,1.0,5.71,9.17,0.6,0.49,2.49,3.43,0.57,0.42,2.13,2.95,0.39
0.7,4.45,7.26,0.73,1.24,7.31,12.98,0.92,1.15,6.12,9.68,0.74,0.71,3.53,4.95,0.62,0.54,2.8,3.84,0.48
0.78,4.22,6.82,0.73,1.26,6.72,11.55,0.97,1.0,5.96,9.38,0.6,0.6,3.27,4.57,0.38,0.49,2.41,3.44,0.3
0.66,3.29,4.83,0.67,1.16,7.4,13.11,1.37,1.13,6.27,10.07,0.78,0.53,2.77,3.94,0.49,0.4,2.09,3.01,0.4
0.85,4.55,7.46,0.83,1.4,7.24,12.0,1.16,1.1,5.93,9.07,0.66,0.75,2.91,4.23,0.52,0.55,2.39,3.32,0.34
0.68,3.41,5.52,0.52,1.37,6.52,11.13,1.2,1.08,5.89,9.5,0.73,0.54,2.6,3.54,0.55,0.49,2.52,3.47,0.3
0.82,3.97,5.77,0.63,1.24,6.97,11.59,0.98,1.12,6.03,9.8,0.81,0.45,3.51,5.0,0.52,0.52,2.41,3.26,0.38
0.7,4.2,6.96,0.49,1.3,6.43,11.04,1.18,1.06,6.04,9.32,0.62,0.52,2.5,3.44,0.48,0.6,2.88,4.04,0.42
0.63,3.84,6.27,0.72,1.25,6.55,11.04,0.9,1.01,5.95,9.24,0.66,0.77,3.73,5.09,0.46,0.42,2.09,2.97,0.29
0.74,4.25,6.93,0.58,1.17,6.94,11.69,1.25,1.15,5.78,9.27,0.78,0.7,2.88,3.69,0.52,0.58,2.56,3.47,0.47
0.73,4.12,6.32,0.46,1.36,7.43,12.91,1.31,1.07,6.02,9.72,0.71,0.55,2.87,3.73,0.54,0.34,2.07,2.88,0.33
0.85,4.54,7.11,0.67,1.16,7.18,11.69,1.16,1.16,6.23,9.97,0.82,0.58,2.76,3.83,0.56,0.55,2.69,3.79,0.48
0.67,4.45,6.96,0.76,1.1,7.41,13.65,1.08,1.07,6.16,9.52,0.69,0.87,3.45,4.99,0.54,0.42,2.41,3.6,0.34
0.84,4.5,6.76,0.62,1.23,7.19,12.78,1.23,1.09,6.12,9.94,0.65,0.79,3.61,5.14,0.59,0.4,2.06,2.89,0.46
0.83,4.35,6.79,0.6,1.22,7.57,13.6,1.34,1.08,6.06,9.51,0.59,0.61,3.17,4.33,0.36,0.55,2.58,3.57,0.41
0.71,4.74,8.08,0.58,1.2,7.43,12.7,1.17,1.06,6.05,9.97,0.85,0.6,2.9,3.84,0.35,0.47,2.51,3.81,0.32
0.72,3.99,6.22,0.54,1.31,7.33,12.82,1.02,1.11,6.24,9.85,0.76,0.65,3.6,5.14,0.51,0.56,2.79,3.94,0.36
0.76,4.04,5.7,0.5,1.28,7.58,13.92,1.17,1.06,5.99,9.51,0.58,0.69,3.46,5.08,0.52,0.4,2.06,2.8,0.32
0.69,4.2,6.53,0.66,1.24,7.38,12.11,1.23,1.14,5.86,9.39,0.64,0.67,3.15,4.25,0.4,0.45,2.3,3.18,0.4
0.63,3.79,5.53,0.82,1.31,7.17,11.93,1.44,1.06,5.97,9.45,0.7,0.65,3.22,4.4,0.58,0.42,2.13,2.98,0.4
0.88,5.2,8.62,0.76,1.17,7.19,12.39,1.04,1.22,6.49,10.05,0.74,0.67,3.11,4.54,0.52,0.53,2.29,3.22,0.38
0.71,3.84,5.74,0.41,1.33,7.4,12.47,1.12,0.96,5.72,8.73,0.61,0.79,3.61,5.23,0.57,0.45,2.44,3.61,0.29
0.58,3.41,5.2,0.46,1.22,7.32,12.83,1.21,1.15,6.03,9.6,0.76,0.6,2.75,3.71,0.64,0.38,2.31,3.47,0.34
0.79,4.14,5.99,0.58,1.29,7.25,12.0,1.12,1.11,6.13,9.65,0.74,0.68,3.48,4.63,0.59,0.39,2.19,3.07,0.29
0.81,4.1,6.68,0.71,1.22,7.35,13.08,1.06,1.05,5.9,9.28,0.76,0.56,3.36,4.54,0.5,0.59,2.84,4.03,0.41
